class_label,source_sample_id,source_group,name,rotation_degrees,gaussian_blur_kernel,gaussian_noise_sigma,contrast_factor,shadow_strength,shadow_angle_degrees,jpeg_quality,seed
CLINICAL_TABLE,NCT04470427_clinical_table_p092,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20360745
CLINICAL_TABLE,NCT04470427_clinical_table_p099,NCT04470427,noise,0.0,0,5.771979689152154,1.0,0.0,25.0,100,20360746
CLINICAL_TABLE,NCT04470427_clinical_table_p005,NCT04470427,contrast,0.0,0,0.0,0.6841233533120068,0.0,25.0,100,20360747
CLINICAL_TABLE,NCT04470427_clinical_table_p072,NCT04470427,shadow,0.0,0,0.0,1.0,0.16354673536244393,52.797227951211234,100,20360748
CLINICAL_TABLE,NCT04470427_clinical_table_p092,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,53,20360749
CLINICAL_TABLE,NCT04470427_clinical_table_p099,NCT04470427,combined,0.15298941607347127,3,4.059387609098718,0.7382974417670725,0.126859896932636,20.68319739713502,82,20360750
CLINICAL_TABLE,NCT04470427_clinical_table_p005,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20360751
CLINICAL_TABLE,NCT04470427_clinical_table_p072,NCT04470427,rotation,0.845111964511664,0,0.0,1.0,0.0,25.0,100,20360752
CLINICAL_TABLE,NCT04470427_clinical_table_p092,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20360753
CLINICAL_TABLE,NCT04470427_clinical_table_p099,NCT04470427,noise,0.0,0,6.9719663921935275,1.0,0.0,25.0,100,20360754
CLINICAL_TABLE,NCT04470427_clinical_table_p005,NCT04470427,contrast,0.0,0,0.0,0.6775800766874706,0.0,25.0,100,20360755
CLINICAL_TABLE,NCT04470427_clinical_table_p072,NCT04470427,shadow,0.0,0,0.0,1.0,0.24258916089561153,45.55083275320637,100,20360756
CLINICAL_TABLE,NCT04470427_clinical_table_p092,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,74,20360757
CLINICAL_TABLE,NCT04470427_clinical_table_p099,NCT04470427,combined,-0.36060390344495086,3,5.606077728117943,0.794492887994305,0.08850119571636901,42.74244280587785,55,20360758
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20460727
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,rotation,0.5008833865681406,0,0.0,1.0,0.0,25.0,100,20460728
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20460729
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,noise,0.0,0,6.8049097437500246,1.0,0.0,25.0,100,20460730
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.8639371461953664,0.0,25.0,100,20460731
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,shadow,0.0,0,0.0,1.0,0.21234336290540853,15.617652608810381,100,20460732
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,65,20460733
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,combined,-0.6968173400507272,3,2.3076915783479044,0.814653214511263,0.10739542062272324,26.845302925909344,56,20460734
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20460735
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,rotation,-1.6159458195344092,0,0.0,1.0,0.0,25.0,100,20460736
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20460737
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,noise,0.0,0,9.474088955157374,1.0,0.0,25.0,100,20460738
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.8421682185533641,0.0,25.0,100,20460739
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,shadow,0.0,0,0.0,1.0,0.25560660792519335,22.022893900364984,100,20460740
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,50,20460741
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,combined,0.01723901152086116,3,2.6936206522705484,0.714148244185014,0.18654092363855668,31.184833391490805,57,20460742
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20460743
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,rotation,-1.2014575240930525,0,0.0,1.0,0.0,25.0,100,20460744
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20460745
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,noise,0.0,0,4.591134163766773,1.0,0.0,25.0,100,20460746
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.680801770449972,0.0,25.0,100,20460747
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,shadow,0.0,0,0.0,1.0,0.1344880240973962,28.126619512333246,100,20460748
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,55,20460749
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,combined,-1.209503008660249,3,5.9117975646649334,0.7095881650350557,0.18433439049293462,45.460838414100735,78,20460750
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20460751
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,rotation,-0.46187620696956744,0,0.0,1.0,0.0,25.0,100,20460752
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20460753
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,noise,0.0,0,9.919716585315916,1.0,0.0,25.0,100,20460754
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.8576654422456057,0.0,25.0,100,20460755
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,shadow,0.0,0,0.0,1.0,0.1963326609749802,19.963242211939203,100,20460756
FDA_1572,FDA_1572_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,72,20460757
FDA_1572,FDA_1572_NCT04470427_p002,NCT04470427,combined,0.5809241571928263,3,4.434249098486746,0.8126144225370846,0.1417214156039659,21.782266787386988,60,20460758
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20560727
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,rotation,0.5830695175502743,0,0.0,1.0,0.0,25.0,100,20560728
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20560729
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,noise,0.0,0,5.4471927780386995,1.0,0.0,25.0,100,20560730
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.8190343186307407,0.0,25.0,100,20560731
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.24562401198213357,13.806825291409083,100,20560732
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,51,20560733
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,combined,-0.6809081562439119,3,2.548537401250409,0.8190914173406763,0.10058446350879666,32.9130222125856,81,20560734
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20560735
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,rotation,1.4557214224568735,0,0.0,1.0,0.0,25.0,100,20560736
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20560737
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,noise,0.0,0,7.514218308243798,1.0,0.0,25.0,100,20560738
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.8298679678910735,0.0,25.0,100,20560739
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.23394212334819575,30.996535709965762,100,20560740
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,65,20560741
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,combined,-1.1665799498944747,3,4.699758254941532,0.7313576629673103,0.14974287058679017,27.84467076894608,73,20560742
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20560743
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,rotation,-1.3360193109563245,0,0.0,1.0,0.0,25.0,100,20560744
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20560745
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,noise,0.0,0,8.272135006298504,1.0,0.0,25.0,100,20560746
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.7860463102777941,0.0,25.0,100,20560747
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.2605968294748615,53.07053961820889,100,20560748
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,46,20560749
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,combined,0.02940203868160518,3,5.019157071006571,0.8130165741195473,0.14647193104807332,48.932912780130394,83,20560750
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20560751
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,rotation,1.4363740079390594,0,0.0,1.0,0.0,25.0,100,20560752
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20560753
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,noise,0.0,0,8.472501725554796,1.0,0.0,25.0,100,20560754
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.7594099934000673,0.0,25.0,100,20560755
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.2622204257146069,25.745888650273187,100,20560756
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,62,20560757
FDA_3454,FDA_3454_NCT04470427_p001,NCT04470427,combined,1.21543482658035,3,2.1761136048503174,0.7723388911813756,0.12364892761727524,27.940254795885444,81,20560758
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20660727
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,rotation,1.009449471271965,0,0.0,1.0,0.0,25.0,100,20660728
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20660729
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,noise,0.0,0,8.517727328300628,1.0,0.0,25.0,100,20660730
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.6962070916198919,0.0,25.0,100,20660731
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.12989622215982205,33.909146381558564,100,20660732
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,53,20660733
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,combined,0.9345002676742968,3,3.4866994653109296,0.8531831638983285,0.1339565488818335,48.73869018460426,55,20660734
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20660735
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,rotation,-0.76490478760355,0,0.0,1.0,0.0,25.0,100,20660736
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20660737
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,noise,0.0,0,5.91610135695519,1.0,0.0,25.0,100,20660738
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.813690290955735,0.0,25.0,100,20660739
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.1740511813780795,47.6660722160538,100,20660740
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,48,20660741
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,combined,-0.8101013979739337,3,6.575476822537621,0.7618003570607933,0.17467155676969218,22.352477731983143,76,20660742
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20660743
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,rotation,-1.2625433676984206,0,0.0,1.0,0.0,25.0,100,20660744
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20660745
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,noise,0.0,0,5.953210863262195,1.0,0.0,25.0,100,20660746
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.8539262381616846,0.0,25.0,100,20660747
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.21217614670961826,16.31566636498642,100,20660748
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,47,20660749
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,combined,0.4382790206368852,3,4.783277044600518,0.7582325154201572,0.1460071568965253,53.143799267987596,62,20660750
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,clean,0.0,0,0.0,1.0,0.0,25.0,100,20660751
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,rotation,0.06775290294014713,0,0.0,1.0,0.0,25.0,100,20660752
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,blur,0.0,3,0.0,1.0,0.0,25.0,100,20660753
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,noise,0.0,0,7.753106259605349,1.0,0.0,25.0,100,20660754
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,contrast,0.0,0,0.0,0.7642957528748924,0.0,25.0,100,20660755
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,shadow,0.0,0,0.0,1.0,0.17316150083469656,16.282469949335795,100,20660756
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,jpeg,0.0,0,0.0,1.0,0.0,25.0,54,20660757
FDA_3455,FDA_3455_NCT04470427_p001,NCT04470427,combined,1.165512960315246,3,6.155646067995685,0.817394753235639,0.18657827275604558,27.72159875397435,78,20660758
