sample_id,form_type,nct_id,page,condition,source_image,source_sha256,degraded_image,degraded_sha256,source_classification,output_classification,param_rotation_degrees,param_gaussian_blur_kernel,param_gaussian_noise_sigma,param_contrast_factor,param_shadow_strength,param_shadow_angle_degrees,param_jpeg_quality,param_seed
FDA_1572_NCT04470427,FDA_1572,NCT04470427,2,directional_shadow,data/processed/populated_forms/images/FDA_1572_NCT04470427/page-2.png,ead52e3bbfb019c9f9f316b44cc3c9f6b3290068c37eaf11fb88f7e6429e16a5,data/processed/degraded_forms/images/FDA_1572_NCT04470427/directional_shadow/page-2.png,f46219f9121e90ab44de8cb7b65ab61a622e9dec1f198bc59c8460d94c3f7ce1,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.38,32.0,100,3524647902
FDA_1572_NCT04470427,FDA_1572,NCT04470427,2,gaussian_blur,data/processed/populated_forms/images/FDA_1572_NCT04470427/page-2.png,ead52e3bbfb019c9f9f316b44cc3c9f6b3290068c37eaf11fb88f7e6429e16a5,data/processed/degraded_forms/images/FDA_1572_NCT04470427/gaussian_blur/page-2.png,9cc3f1fb0c00eca8185bb43bcd1e18ab4af93559f6556ef39d11c8b62fa20217,template_real_content_controlled,augmented_scan,0.0,5,0.0,1.0,0.0,25.0,100,2090591402
FDA_1572_NCT04470427,FDA_1572,NCT04470427,2,gaussian_noise,data/processed/populated_forms/images/FDA_1572_NCT04470427/page-2.png,ead52e3bbfb019c9f9f316b44cc3c9f6b3290068c37eaf11fb88f7e6429e16a5,data/processed/degraded_forms/images/FDA_1572_NCT04470427/gaussian_noise/page-2.png,44bfb31653e0d31c75b5230fbea99f25e6473b18a60086f877371cd758440604,template_real_content_controlled,augmented_scan,0.0,0,14.0,1.0,0.0,25.0,100,1840882174
FDA_1572_NCT04470427,FDA_1572,NCT04470427,2,jpeg_compression,data/processed/populated_forms/images/FDA_1572_NCT04470427/page-2.png,ead52e3bbfb019c9f9f316b44cc3c9f6b3290068c37eaf11fb88f7e6429e16a5,data/processed/degraded_forms/images/FDA_1572_NCT04470427/jpeg_compression/page-2.png,c82a3192cf5ae3886c6966a886cfbfa591e94d691f2a9ff72d1fe5755deced95,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,38,3497108467
FDA_1572_NCT04470427,FDA_1572,NCT04470427,2,low_contrast,data/processed/populated_forms/images/FDA_1572_NCT04470427/page-2.png,ead52e3bbfb019c9f9f316b44cc3c9f6b3290068c37eaf11fb88f7e6429e16a5,data/processed/degraded_forms/images/FDA_1572_NCT04470427/low_contrast/page-2.png,96be084577d1f7fcc972905f76f7caeb99d9b1f594072a02d8b5c850420b9594,template_real_content_controlled,augmented_scan,0.0,0,0.0,0.58,0.0,25.0,100,662425906
FDA_1572_NCT04470427,FDA_1572,NCT04470427,2,rotation_2deg,data/processed/populated_forms/images/FDA_1572_NCT04470427/page-2.png,ead52e3bbfb019c9f9f316b44cc3c9f6b3290068c37eaf11fb88f7e6429e16a5,data/processed/degraded_forms/images/FDA_1572_NCT04470427/rotation_2deg/page-2.png,264750bd9e289827b0dd7f4174cac358ec701eba6a52df1ab2f6898fa0e10b72,template_real_content_controlled,augmented_scan,2.0,0,0.0,1.0,0.0,25.0,100,857429901
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,clean,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/clean/page-1.png,b5102d06a806457dba28956dd9177fe24eb2bf62eafe811bef9dd5f8b94085e9,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,100,2288145677
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,combined_moderate,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/combined_moderate/page-1.png,bf35d114baf683e2dd945207cc157a4fd40aa081df897520a42139e71a86fe96,template_real_content_controlled,augmented_scan,-1.7,3,8.0,0.72,0.24,-18.0,55,172540032
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,directional_shadow,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/directional_shadow/page-1.png,e626af9325545e4ef5890b4504ae40a3d9ebcaa7f661662d1336bd908611863b,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.38,32.0,100,241452742
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,gaussian_blur,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/gaussian_blur/page-1.png,c4fa8ea7d5957983dad84e7dfcfe08012015e0f81dc1e146cbe3f7b2d466d6fc,template_real_content_controlled,augmented_scan,0.0,5,0.0,1.0,0.0,25.0,100,2017846829
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,gaussian_noise,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/gaussian_noise/page-1.png,3d6b46fcd8e3f34463807c4b440cb4d246e0b4f6204411ada938445bdb1d9a17,template_real_content_controlled,augmented_scan,0.0,0,14.0,1.0,0.0,25.0,100,856268778
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,jpeg_compression,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/jpeg_compression/page-1.png,b9cab00a3c5934bb4d4951f4954ee18df612ff4a1c485229a7fb66a4ffe385f1,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,38,1325000823
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,low_contrast,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/low_contrast/page-1.png,9e5875e1e11136a5e225830adb1116703c054ff64d089972552fdc2929397b67,template_real_content_controlled,augmented_scan,0.0,0,0.0,0.58,0.0,25.0,100,756707813
FDA_1572_NCT04796896,FDA_1572,NCT04796896,1,rotation_2deg,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-1.png,a4bc03e9545a5d2bdbd019a2153d519a8f0ed98e295446bb4b29e0ffaae8bedf,data/processed/degraded_forms/images/FDA_1572_NCT04796896/rotation_2deg/page-1.png,53e37146fb04d850439d623a0e76eaf1d92dd8aac736b4e4dda06648c9036e85,template_real_content_controlled,augmented_scan,2.0,0,0.0,1.0,0.0,25.0,100,1279334040
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,clean,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/clean/page-2.png,1ee122f045cb22c7d009f51c3560d9ddb24170db470256436b0e22d245480bdb,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,100,1351201278
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,combined_moderate,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/combined_moderate/page-2.png,b8e83367aefaea0196004d5aba27f269f3dc6557c8c004ebd2ff80cd2b02fc75,template_real_content_controlled,augmented_scan,-1.7,3,8.0,0.72,0.24,-18.0,55,3241991071
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,directional_shadow,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/directional_shadow/page-2.png,a354fc4d0f408d12f6808bc0f990825dad894bcb562d20d8997ef5d93fd3d742,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.38,32.0,100,731449496
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,gaussian_blur,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/gaussian_blur/page-2.png,db0cfc8aa114f80c3df78a50c73f036d35a161782bc1b21e69fe1e4da78bc374,template_real_content_controlled,augmented_scan,0.0,5,0.0,1.0,0.0,25.0,100,552570866
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,gaussian_noise,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/gaussian_noise/page-2.png,351e64f38caf428063a77c980eb304335379e5e184aa590a150fe38293b734de,template_real_content_controlled,augmented_scan,0.0,0,14.0,1.0,0.0,25.0,100,2878218970
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,jpeg_compression,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/jpeg_compression/page-2.png,7fe54e32ffdd83ad55d78ec4ec023f4c7717f0a625863588262291a061f51939,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,38,2556050923
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,low_contrast,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/low_contrast/page-2.png,5f00613324208589ad9c8d39a1bd442d7ee26232452211b053333928d75680a8,template_real_content_controlled,augmented_scan,0.0,0,0.0,0.58,0.0,25.0,100,2310095168
FDA_1572_NCT04796896,FDA_1572,NCT04796896,2,rotation_2deg,data/processed/populated_forms/images/FDA_1572_NCT04796896/page-2.png,f18af32b5266ee5860420588373a56d4fc2a85cc59035ac9d7266800b66305a9,data/processed/degraded_forms/images/FDA_1572_NCT04796896/rotation_2deg/page-2.png,c5693cfdf39edd6dc2fd82c0d8911dbc02011f68465c3994626f30d4b716650d,template_real_content_controlled,augmented_scan,2.0,0,0.0,1.0,0.0,25.0,100,4207111300
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,clean,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/clean/page-1.png,75f97b1a3f58d6132f18cc7dd8ac1c48d6adecf8af606df63531ae65447e77c8,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,100,197501236
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,combined_moderate,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/combined_moderate/page-1.png,441635a1d7c807211dc9e05beacfb9359a4b89befe5b627f548cb2af0747d6f2,template_real_content_controlled,augmented_scan,-1.7,3,8.0,0.72,0.24,-18.0,55,1307173963
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,directional_shadow,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/directional_shadow/page-1.png,c6e470ef7cd96972697c2976039bcf6fb9b7fb879826a17289fcbc25b01441da,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.38,32.0,100,2825762066
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,gaussian_blur,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/gaussian_blur/page-1.png,e851d986474baf0ee18c76b91aff97ca9a73b8a5922a323b98cd4c87e3959ac6,template_real_content_controlled,augmented_scan,0.0,5,0.0,1.0,0.0,25.0,100,3219305828
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,gaussian_noise,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/gaussian_noise/page-1.png,f006cd7d301de83ae36f3bf62d18502ead35e1b6d8e549cda9f0bbc6d6965c69,template_real_content_controlled,augmented_scan,0.0,0,14.0,1.0,0.0,25.0,100,143889819
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,jpeg_compression,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/jpeg_compression/page-1.png,0f0e32434cc6233d9a561a0381ed1e5298ed06a53ea88828a6bf056f6ec0c7ea,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,38,4041389599
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,low_contrast,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/low_contrast/page-1.png,3644d7bb4050d56d681d400b0e7d19d45b5638cca024d57e5835c692e64ff67f,template_real_content_controlled,augmented_scan,0.0,0,0.0,0.58,0.0,25.0,100,1794163605
FDA_3454_NCT04470427,FDA_3454,NCT04470427,1,rotation_2deg,data/processed/populated_forms/images/FDA_3454_NCT04470427/page-1.png,a3e56d635590f00a2387590500da68b5594aebd93231e314937110cb29f6479f,data/processed/degraded_forms/images/FDA_3454_NCT04470427/rotation_2deg/page-1.png,938712def3f66351cfb9ede8b5459440c7598e801161f60b5f492bf1a75b3fbf,template_real_content_controlled,augmented_scan,2.0,0,0.0,1.0,0.0,25.0,100,2297030251
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,clean,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/clean/page-1.png,277deaadce1d6b731927f34cea6a6e23ed6b400756b5bb4feb4f455e3f3cc7cf,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,100,1930962964
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,combined_moderate,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/combined_moderate/page-1.png,bf3d0d43ccfb407b2f8b482b847e82a81dcf390c33a9aeba47732b901114276a,template_real_content_controlled,augmented_scan,-1.7,3,8.0,0.72,0.24,-18.0,55,711710779
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,directional_shadow,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/directional_shadow/page-1.png,d28f259a0b42c2ea4a106cd508a72dc96be90960be937cea043a38ee1f0110fd,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.38,32.0,100,3486412058
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,gaussian_blur,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/gaussian_blur/page-1.png,147bb30da2632c2efbca8b7485d5437c390dc089c00b7ab6533320c67393bfbb,template_real_content_controlled,augmented_scan,0.0,5,0.0,1.0,0.0,25.0,100,2193684265
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,gaussian_noise,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/gaussian_noise/page-1.png,65eae145e208e806d4b39d9277c5a3483eac9ccf61e82ebd5f36ea755120d492,template_real_content_controlled,augmented_scan,0.0,0,14.0,1.0,0.0,25.0,100,1237873248
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,jpeg_compression,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/jpeg_compression/page-1.png,205bdc9f0ad192c6d2af15fc12985e58dca0174240f1727547bbce7187ea06b4,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,38,4208625512
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,low_contrast,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/low_contrast/page-1.png,469a0ce53a142378cc259128c7ef65bd7bbba6b6c9a5bf87ddee446adccd6c36,template_real_content_controlled,augmented_scan,0.0,0,0.0,0.58,0.0,25.0,100,2194005513
FDA_3454_NCT04796896,FDA_3454,NCT04796896,1,rotation_2deg,data/processed/populated_forms/images/FDA_3454_NCT04796896/page-1.png,9eb5c04fe8d33a824eede6c103c141dc92020f722544c376579b33d85bd73395,data/processed/degraded_forms/images/FDA_3454_NCT04796896/rotation_2deg/page-1.png,41cd014ebc2f0be0a2cf7979da0be0d7cdbf1296617f2eacc51eded1ffa44d9e,template_real_content_controlled,augmented_scan,2.0,0,0.0,1.0,0.0,25.0,100,4017783383
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,clean,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/clean/page-1.png,9f69ea79ad2060f2f70246e50c5ad23d0ab21db6112a6f95359367660a33293d,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,100,180898283
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,combined_moderate,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/combined_moderate/page-1.png,a8acaa055de33589c302e9c96eed6a231ff5382edb804602cf529106dd67959a,template_real_content_controlled,augmented_scan,-1.7,3,8.0,0.72,0.24,-18.0,55,2712068361
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,directional_shadow,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/directional_shadow/page-1.png,956eb30772b52d697848ca5df36f354ef6b333c2d948cb1273dacfce7eaa80db,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.38,32.0,100,1174683740
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,gaussian_blur,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/gaussian_blur/page-1.png,e0cd98a83d9296def8055d8e448a9c223232130aa29130e62fcdb72034789a1a,template_real_content_controlled,augmented_scan,0.0,5,0.0,1.0,0.0,25.0,100,1861339528
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,gaussian_noise,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/gaussian_noise/page-1.png,9e908129252747b63071fba92b04a8b9872f10fd3a5970f580f7a008c401ea07,template_real_content_controlled,augmented_scan,0.0,0,14.0,1.0,0.0,25.0,100,3034408645
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,jpeg_compression,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/jpeg_compression/page-1.png,e9c881a1a39380a823ec8c0f5f638947eafbe3c5fa20b86927a5061cab7be999,template_real_content_controlled,augmented_scan,0.0,0,0.0,1.0,0.0,25.0,38,3280673426
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,low_contrast,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/low_contrast/page-1.png,20cc56ea44c900964515f12a5c65d3e12c9a559b8bd94f3438096c033b12743f,template_real_content_controlled,augmented_scan,0.0,0,0.0,0.58,0.0,25.0,100,3212707105
FDA_3455_NCT04470427,FDA_3455,NCT04470427,1,rotation_2deg,data/processed/populated_forms/images/FDA_3455_NCT04470427/page-1.png,ada566e9ed85f2401eadec92cfda984aa8b8d2537a7505bf5a852c5678416343,data/processed/degraded_forms/images/FDA_3455_NCT04470427/rotation_2deg/page-1.png,1f33fdd86466e1cfbe59409e4a0ac3e233851a2da64e3a4d02f42992298274c5,template_real_content_controlled,augmented_scan,2.0,0,0.0,1.0,0.0,25.0,100,1444695281
